model,controller_set,prompt,run,trial,sim_run,coverage_pct,final_coverage_pct,last_time_s,collisions_total,coverage_source,coverage_rows,pareto_optimal,sim_dir,coverage_timeseries_csv,coverage_visited_cells_csv,bump_csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_13,run_20260429_165533,63.000,63.000,300.105,35,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_13/run_20260429_165533,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_13/run_20260429_165533/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_13/run_20260429_165533/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_13/run_20260429_165533/bumps_global_165533.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_14,run_20260429_170037,67.000,67.000,300.129,52,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_14/run_20260429_170037,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_14/run_20260429_170037/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_14/run_20260429_170037/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_14/run_20260429_170037/bumps_global_170037.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_15,run_20260429_170540,66.000,66.000,300.161,57,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_15/run_20260429_170540,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_15/run_20260429_170540/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_15/run_20260429_170540/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_15/run_20260429_170540/bumps_global_170541.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_16,run_20260429_171044,58.000,58.000,300.212,53,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_16/run_20260429_171044,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_16/run_20260429_171044/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_16/run_20260429_171044/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_16/run_20260429_171044/bumps_global_171045.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_17,run_20260429_171548,59.000,59.000,300.178,44,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_17/run_20260429_171548,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_17/run_20260429_171548/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_17/run_20260429_171548/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_17/run_20260429_171548/bumps_global_171548.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_18,run_20260429_172051,68.000,68.000,300.206,72,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_18/run_20260429_172051,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_18/run_20260429_172051/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_18/run_20260429_172051/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_18/run_20260429_172051/bumps_global_172052.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_19,run_20260429_172555,60.000,60.000,300.192,81,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_19/run_20260429_172555,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_19/run_20260429_172555/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_19/run_20260429_172555/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_19/run_20260429_172555/bumps_global_172556.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_20,run_20260429_173059,62.000,62.000,300.160,59,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_20/run_20260429_173059,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_20/run_20260429_173059/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_20/run_20260429_173059/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_20/run_20260429_173059/bumps_global_173059.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_21,run_20260429_173603,62.000,62.000,300.199,62,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_21/run_20260429_173603,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_21/run_20260429_173603/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_21/run_20260429_173603/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_21/run_20260429_173603/bumps_global_173603.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_22,run_20260429_174106,65.000,65.000,300.097,49,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_22/run_20260429_174106,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_22/run_20260429_174106/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_22/run_20260429_174106/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_22/run_20260429_174106/bumps_global_174107.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_23,run_20260429_174610,71.000,71.000,300.106,48,coverage_timeseries,601,True,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_23/run_20260429_174610,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_23/run_20260429_174610/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_23/run_20260429_174610/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_23/run_20260429_174610/bumps_global_174610.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_24,run_20260429_175114,63.000,63.000,300.107,59,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_24/run_20260429_175114,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_24/run_20260429_175114/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_24/run_20260429_175114/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_24/run_20260429_175114/bumps_global_175114.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_25,run_20260429_175617,62.000,62.000,300.110,64,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_25/run_20260429_175617,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_25/run_20260429_175617/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_25/run_20260429_175617/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_25/run_20260429_175617/bumps_global_175617.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_26,run_20260429_180121,69.000,69.000,300.089,44,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_26/run_20260429_180121,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_26/run_20260429_180121/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_26/run_20260429_180121/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_26/run_20260429_180121/bumps_global_180121.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_27,run_20260429_180624,57.000,57.000,300.120,42,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_27/run_20260429_180624,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_27/run_20260429_180624/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_27/run_20260429_180624/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_27/run_20260429_180624/bumps_global_180625.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_28,run_20260429_181128,45.000,45.000,300.204,71,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_28/run_20260429_181128,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_28/run_20260429_181128/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_28/run_20260429_181128/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_28/run_20260429_181128/bumps_global_181128.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_29,run_20260429_181632,59.000,59.000,300.192,75,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_29/run_20260429_181632,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_29/run_20260429_181632/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_29/run_20260429_181632/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_29/run_20260429_181632/bumps_global_181632.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_30,run_20260429_182135,56.000,56.000,300.174,56,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_30/run_20260429_182135,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_30/run_20260429_182135/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_30/run_20260429_182135/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_30/run_20260429_182135/bumps_global_182136.csv
